response,ager,educ,file_race,gender,race_eth,approve,APPRUSSIAWI1,COLLUDE,CRIMES,DEMIMPEACH,genballot,hdem_fav,hrep_fav,IMPEACH,MUELLER,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_party_model,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Unfavorable,Favorable,Oppose,Support,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9365,1.0512,0.4954,1.0715
Rep,18 to 34,Bachelors' degree,Asian,Female,Asian,Approve,Approve,agree,agree,disagree,Reps. keep House,Don't know,Don't know,Don't know,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,[DO NOT READ] Refused,Nonwhite,Nonwhite,18 to 34,Probably Clinton,Non-White,Rest,Less than 50 percent,Cell,1,0.1671,1.437,7.7093,1.811
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Rest,85 percent or higher,Cell,1,0.9289,0.824,0.603,0.8406
Rep,50 to 64,Some college or trade school,White,Female,White,Disapp.,Approve,disagree,agree,agree,Reps. keep House,Unfavorable,Favorable,Support,Support,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9937,0.8847,0.7351,0.8971
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Rest,85 percent or higher,Landline,1,0.9976,0.8949,0.7117,0.9094
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Clinton,White,Racine/Kenosha City,85 percent or higher,Landline,1,0.9831,0.681,0.4001,0.6919
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,Support,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Lean Clinton,White,Racine/Kenosha Cty.,50 to 85 percent,Cell,1,0.8063,0.6817,0.5009,0.7084
Dem,65 and older,High school,Unknown,Female,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,Unknown,Racine/Kenosha City,85 percent or higher,Landline,1,0.986,0.8698,0.5835,0.8839
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Rest,85 percent or higher,Cell,1,0.9681,0.494,0.3485,0.4983
Und,18 to 34,Some college or trade school,White,Female,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,18 to 34,Probably Trump,White,Racine/Kenosha Cty.,Less than 50 percent,Cell,0,0.4659,1.9,4.5343,0.7115
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,Probably Trump,White,Racine/Kenosha Cty.,50 to 85 percent,Cell,1,0.5644,1.4736,1.2979,1.6261
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,White,Rest,50 to 85 percent,Landline,0.5556,0.6586,0.7854,0.9188,0.6109
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Don't know,Oppose,Oppose,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.8998,0.8637,0.5048,0.869
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Approve,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,4-year College Grad.,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Lean Trump,White,Racine/Kenosha Cty.,50 to 85 percent,Landline,0.5556,0.7829,0.9847,0.9106,0.8155
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Favorable,Don't know,Oppose,Oppose,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9547,0.8165,0.586,0.8227
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Don't know,agree,agree,Reps. keep House,Don't know,Don't know,Support,Don't know,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,Probably Clinton,White,Racine/Kenosha City,50 to 85 percent,Cell,0.7778,0.5353,0.7754,0.6664,0.7544
Dem,50 to 64,High school,White,Male,Black,Disapp.,Disapp.,agree,agree,agree,Dems. take House,Favorable,Don't know,Support,Oppose,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,50 to 64,Probably Clinton,White,Racine/Kenosha City,50 to 85 percent,Cell,0.7778,0.802,1.2439,1.1581,1.1146
Rep,50 to 64,High school,Unknown,Male,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Clinton,Unknown,Racine/Kenosha City,85 percent or higher,Cell,1,0.8544,1.088,0.8369,1.0961
Rep,50 to 64,High school,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Favorable,Favorable,Oppose,Oppose,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,1,0.9903,1.6947,1.1043,1.7224
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,30 to 44,Postgraduate Degree,Other,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Lean Trump,White,Racine/Kenosha City,85 percent or higher,Cell,1,0.8854,1.0706,0.5325,1.0775
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Don't know,Don't know,Don't know,Don't know,Dems. take House,Favorable,Don't know,Don't know,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,White,Racine/Kenosha City,85 percent or higher,Cell,1,0.9369,0.7378,0.5377,0.752
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Lean Clinton,White,Rest,85 percent or higher,Cell,1,0.9961,0.6184,0.3913,0.629
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Probably Trump,White,Racine/Kenosha Cty.,50 to 85 percent,Cell,1,0.8074,1.4016,0.7645,1.4564
Dem,65 and older,High school,White,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Favorable,Unfavorable,Oppose,Oppose,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Probably Clinton,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.9569,0.8822,0.6661,0.8976
Und,18 to 34,Bachelors' degree,White,Male,White,Don't know,Disapp.,agree,disagree,disagree,Reps. keep House,Unfavorable,Unfavorable,Oppose,Oppose,30 to 44,4-year College Grad.,Other,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",White,18 to 34,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,0.8889,0.8789,0.8826,0.5705,0.8774
Rep,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Approve,agree,agree,disagree,Reps. keep House,Unfavorable,Favorable,Support,Support,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Lean Trump,Unknown,Racine/Kenosha Cty.,50 to 85 percent,Cell,1,0.7605,0.8872,0.658,0.9303
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Disapp.,agree,disagree,disagree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9269,0.9865,0.5374,0.9927
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Disapp.,agree,disagree,agree,Reps. keep House,Favorable,Favorable,Oppose,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Cell,1,0.8666,0.8152,0.61240000000000006,0.8386
Dem,50 to 64,High school,White,Male,White,Approve,Disapp.,agree,disagree,agree,Dems. take House,Don't know,Don't know,Oppose,Oppose,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Cell,0.8889,0.8881,1.6905,1.2671,1.6813
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,disagree,disagree,disagree,Reps. keep House,Don't know,Don't know,Oppose,Support,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,0.8889,0.9431,0.9357,0.6272,0.9352
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Don't know,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9801,1.014,0.5695,1.0304
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Approve,agree,disagree,disagree,Reps. keep House,Favorable,Favorable,Oppose,Oppose,65 and older,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Probably Clinton,Non-White,Racine/Kenosha City,85 percent or higher,Landline,1,0.9837,0.8644,0.3727,0.874
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Don't know,Support,Support,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Rest,85 percent or higher,Landline,0.4444,0.8748,0.5091,0.4086,0.4335
Rep,35 to 49,Bachelors' degree,Hispanic,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",White,35 to 49,Probably Trump,Non-White,Milwaukee Suburbs,85 percent or higher,Cell,0.7778,0.981,1.6733,0.5343,1.6509
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,65 and older,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9832,0.7747,0.4911,0.7872
Rep,65 and older,Bachelors' degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,65 and older,4-year College Grad.,Other,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Lean Trump,White,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9345,0.7767,0.498,0.7918
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Oppose,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Probably Clinton,White,Racine/Kenosha City,85 percent or higher,Landline,1,0.8603,0.5898,0.4651,0.594
Dem,50 to 64,Grade school,White,Female,White,Approve,Approve,Don't know,disagree,disagree,Reps. keep House,Favorable,Favorable,Oppose,Don't know,45 to 64,High School Grad. or Less,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,White,Racine/Kenosha City,85 percent or higher,Landline,0.8889,0.8943,1.3362,1.0288,1.3295
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,Support,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Clinton,White,Rest,85 percent or higher,Cell,1,0.9739,0.6695,0.5536,0.6804
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Favorable,Oppose,Oppose,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Probably Trump,White,Rest,85 percent or higher,Landline,1,0.9892,1.0785,0.6601,1.096
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Unfavorable,Don't know,Oppose,Oppose,45 to 64,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9284,0.7765,0.6911,0.7922
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Favorable,Support,Support,18 to 29,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,18 to 34,Lean Clinton,White,Racine/Kenosha City,85 percent or higher,Landline,1,0.87,0.7778,0.4527,0.7831
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Approve,agree,disagree,agree,Reps. keep House,Don't know,Don't know,Oppose,Oppose,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Probably Clinton,White,Rest,50 to 85 percent,Landline,1,0.7886,0.5958,0.5311,0.6212
Dem,65 and older,Grade school,White,Female,White,Disapp.,Approve,agree,agree,Don't know,Don't know,Favorable,Don't know,Support,Don't know,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.984,1.2948,0.953,1.3093
Dem,65 and older,High school,Unknown,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Don't know,Unfavorable,Support,Support,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,Lean Clinton,Unknown,Rest,85 percent or higher,Landline,1,0.9725,0.9898,0.767,0.999
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,Lean Trump,White,Milwaukee Suburbs,85 percent or higher,Landline,1,0.9701,0.7765,0.6637,0.7834
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Disapp.,disagree,agree,agree,Dems. take House,Favorable,Unfavorable,Support,Support,30 to 44,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,Lean Clinton,White,Racine/Kenosha City,50 to 85 percent,Landline,1,0.651,0.9724,0.6772,0.9993
Rep,50 to 64,Graduate or Professional Degree,White,Male,Hispanic,Approve,Approve,agree,disagree,disagree,Reps. keep House,Unfavorable,Favorable,Oppose,Oppose,65 and older,Postgraduate Degree,Republican,Male,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,Probably Trump,White,Racine/Kenosha Cty.,85 percent or higher,Landline,1,0.9616,0.9067,0.3993,0.914
