response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,TXHORSERACE,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedd,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Und,50 to 64,Some college or trade school,Black,Female,Black,Don't know,Disapp.,Don't know,Don't know,Don't know,Don't know,Don't know,Oppose,disagree,Ted Cruz,45 to 64,Some College Educ.,Other,Female,Very likely,[DO NOT READ] Refused,Nonwhite,45 to 64,No 4-year College Degree,Other Non-White,"Dallas, Clinton",50 to 85 percent,Landline,1,0.7021,1.0083,1.5432,1.0128
Und,50 to 64,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Don't know,Favorable,Favorable,Oppose,Oppose,Support,agree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Dallas, Clinton",50 to 85 percent,Landline,1,0.6318,0.4439,0.3915,0.4725
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Female,White,support,Don't know,Reps. keep House,Don't know,Favorable,Support,Don't know,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Dallas, Trump",85 percent or higher,Landline,1,0.9928,0.5101,0.3409,0.509
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Don't know,Disapp.,Don't know,Favorable,Unfavorable,Support,Oppose,Support,agree,Beto O'Rourke,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Other Non-White,"Rest, Trump",85 percent or higher,Landline,1,0.9242,0.5544,0.3643,0.557
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Asian,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Support,Oppose,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,18 to 44,Postgraduate Degree,Other Non-White,"Rest, Clinton",50 to 85 percent,Cell,1,0.563,0.8563,0.6771,0.9306
Dem,65 and older,Bachelors' degree,Hispanic,Male,White,support,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Support,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,Hispanic,"Dallas, Clinton",85 percent or higher,Landline,1,0.9846,0.9082,0.7085,0.9084
Dem,18 to 34,Bachelors' degree,Hispanic,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 44,4-year College Grad.,Hispanic,"Dallas, Clinton",50 to 85 percent,Cell,1,0.8436,0.917,0.5701,0.932
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Support,Oppose,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Dallas, Clinton",85 percent or higher,Landline,1,0.994,0.4558,0.3299,0.4562
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,"Dallas, Trump",85 percent or higher,Cell,1,0.9883,0.4518,0.2295,0.4519
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Reps. keep House,Favorable,Favorable,Support,Support,Support,agree,Beto O'Rourke,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 44,Postgraduate Degree,Unknown,"Rest, Clinton",50 to 85 percent,Landline,1,0.7478,0.7181,0.4059,0.7177
Dem,50 to 64,Some college or trade school,Other,Male,Black,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Other Non-White,"Rest, Trump",50 to 85 percent,Cell,1,0.6796,1.1694,1.5286,1.2293
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,4-year College Grad.,Unknown,"Rest, Trump",85 percent or higher,Landline,1,0.9815,0.4772,0.2934,0.4773
Rep,18 to 34,Graduate or Professional Degree,Asian,Female,Asian,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,Ted Cruz,18 to 29,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),Nonwhite,18 to 44,Postgraduate Degree,Other Non-White,"Rest, Clinton",Less than 50 percent,Cell,0.4444,0.0473,1.0484,4.0889,0.4808
Und,50 to 64,Graduate or Professional Degree,Black,Female,Black,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,45 to 64,Postgraduate Degree,Other Non-White,"Rest, Clinton",50 to 85 percent,Cell,1,0.7571,0.3393,0.1729,0.3504
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Very likely,Independent (No party),Nonwhite,45 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,1,0.4978,0.7041,0.7783,0.734
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 44,4-year College Grad.,Hispanic,"Dallas, Trump",50 to 85 percent,Cell,1,0.7842,1.0712,0.6683,1.067
Rep,50 to 64,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Rest, Trump",85 percent or higher,Cell,1,0.992,0.4852,0.2851,0.4855
Dem,35 to 49,Some college or trade school,Black,Male,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Other Non-White,"Rest, Clinton",85 percent or higher,Cell,1,0.9625,0.6422,0.4894,0.6429
Dem,18 to 34,Graduate or Professional Degree,Asian,Female,Other,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Democrat,Nonwhite,18 to 44,Postgraduate Degree,Other Non-White,"Dallas, Trump",Less than 50 percent,Cell,1,0.4748,1.2883,1.918,1.446
Dem,35 to 49,High school,Black,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Other Non-White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9038,0.6473,0.6603,0.652
Dem,35 to 49,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,45 to 64,4-year College Grad.,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.973,0.5452,0.3534,0.5454
Dem,50 to 64,Bachelors' degree,Unknown,Male,Black,Don't know,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,45 to 64,4-year College Grad.,Unknown,"Rest, Clinton",85 percent or higher,Cell,1,0.8982,0.4261,0.2779,0.422
Und,[DO NOT READ] Refused,Graduate or Professional Degree,Unknown,Male,White,Don't know,Disapp.,Don't know,Don't know,Don't know,Support,Oppose,Oppose,disagree,Don't know,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Unknown,"Dallas, Trump",85 percent or higher,Cell,1,0.9976,0.3911,0.2198,0.3917
Rep,65 and older,Some college or trade school,Asian,Male,Other,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,Other Non-White,"Rest, Clinton",85 percent or higher,Cell,1,0.8513,1.0542,1.0023,1.0701
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Reps. keep House,Don't know,Favorable,Oppose,Support,Oppose,disagree,Don't know,30 to 44,4-year College Grad.,Republican,Female,Somewhat likely,Republican,"White, 4-Year College Grads",18 to 44,4-year College Grad.,Unknown,"Dallas, Clinton",50 to 85 percent,Cell,0.6667,0.6389,1.0114,1.0724,0.8089
Dem,50 to 64,Graduate or Professional Degree,Other,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,45 to 64,Postgraduate Degree,Other Non-White,"Rest, Clinton",85 percent or higher,Cell,1,0.9849,0.3484,0.1747,0.3468
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,Don't know,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,Postgraduate Degree,Hispanic,"Dallas, Trump",85 percent or higher,Cell,1,0.9889,0.4625,0.2418,0.4627
Dem,35 to 49,Bachelors' degree,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,4-year College Grad.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 44,4-year College Grad.,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,1,0.2902,1.5166,3.4867,1.8871
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 44,4-year College Grad.,Unknown,"Dallas, Clinton",Less than 50 percent,Cell,1,0.2309,1.2924,5.0902,1.513
Rep,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Don't know,Disapp.,Reps. keep House,Don't know,Don't know,Don't know,Oppose,Support,agree,Ted Cruz,30 to 44,Some College Educ.,Republican,Female,Somewhat likely,Republican,Nonwhite,18 to 44,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,0.8889,0.2377,1.7028,4.7246,1.4653
Dem,50 to 64,Some college or trade school,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Other Non-White,"Rest, Clinton",85 percent or higher,Landline,1,0.9884,0.6153,0.4516,0.6155
Rep,65 and older,Some college or trade school,Unknown,Female,White,Don't know,Approve,Dems. take House,Don't know,Favorable,Don't know,Support,Oppose,disagree,Beto O'Rourke,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,"Dallas, Trump",50 to 85 percent,Cell,0.5556,0.5184,1.0579,1.444,0.763
Dem,18 to 34,Bachelors' degree,Asian,Male,Asian,oppose,Don't know,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,agree,Beto O'Rourke,18 to 29,4-year College Grad.,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 44,4-year College Grad.,Other Non-White,"Rest, Trump",Less than 50 percent,Cell,0.6667,0.0655,1.7125,9.0408,1.8775
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,support,Don't know,Dems. take House,Don't know,Don't know,Support,Oppose,Don't know,Don't know,Beto O'Rourke,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,1,0.1547,1.1756,6.3075,1.6939
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 44,Postgraduate Degree,Other Non-White,"Rest, Trump",85 percent or higher,Cell,1,0.9783,0.7233,0.3611,0.7235
Dem,65 and older,Bachelors' degree,Hispanic,Female,Other,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,65 and older,4-year College Grad.,Hispanic,"Rest, Clinton",85 percent or higher,Cell,1,0.9878,0.6076,0.3033,0.6078
Dem,18 to 34,Graduate or Professional Degree,Black,Female,Black,Don't know,Disapp.,Don't know,Unfavorable,Unfavorable,Don't know,Oppose,Oppose,disagree,Don't know,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),Nonwhite,18 to 44,Postgraduate Degree,Other Non-White,"Rest, Trump",Less than 50 percent,Cell,0.6667,0.3457,1.2255,2.1794,1.1335
Rep,65 and older,High school,White,Female,White,support,Don't know,Reps. keep House,Favorable,Favorable,Oppose,Oppose,Oppose,disagree,Ted Cruz,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,"Rest, Trump",50 to 85 percent,Landline,1,0.7725,1.7393,1.18,1.7908
Dem,18 to 34,Bachelors' degree,Black,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,Beto O'Rourke,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 44,4-year College Grad.,Other Non-White,"Rest, Clinton",50 to 85 percent,Landline,1,0.822,0.8068,0.4521,0.8231
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Support,Don't know,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Hispanic,"Rest, Clinton",Less than 50 percent,Cell,1,0.3026,0.7041,1.2706,0.6464
Dem,65 and older,High school,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,No 4-year College Degree,Hispanic,"Rest, Clinton",85 percent or higher,Cell,1,0.9173,0.8366,0.5422,0.8285
Rep,65 and older,Graduate or Professional Degree,Hispanic,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,Don't know,Ted Cruz,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Hispanic,"Rest, Trump",85 percent or higher,Landline,1,0.9743,0.599,0.3346,0.5992
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,Ted Cruz,30 to 44,Some College Educ.,Other,Male,Not at all likely,Republican,Nonwhite,18 to 44,No 4-year College Degree,Hispanic,"Dallas, Clinton",50 to 85 percent,Cell,1,0.6857,2.0197,2.8227,1.5238
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,Black,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",45 to 64,Postgraduate Degree,Other Non-White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9865,0.3665,0.2305,0.3666
Dem,65 and older,Bachelors' degree,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,Beto O'Rourke,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,65 and older,4-year College Grad.,Other Non-White,"Dallas, Clinton",85 percent or higher,Landline,1,0.9919,0.5916,0.4174,0.5919
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Don't know,Don't know,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,Unknown,"Dallas, Trump",50 to 85 percent,Cell,1,0.6946,0.7815,0.8888,0.8185
Rep,50 to 64,Bachelors' degree,Hispanic,Male,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Oppose,Don't know,Support,agree,Ted Cruz,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",45 to 64,4-year College Grad.,Hispanic,"Dallas, Clinton",85 percent or higher,Cell,1,0.9563,0.7533,0.6652,0.7544
Dem,50 to 64,Some college or trade school,Black,Female,Black,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,45 to 64,No 4-year College Degree,Other Non-White,"Dallas, Clinton",85 percent or higher,Cell,1,0.9865,0.6473,0.6062,0.6474
Dem,50 to 64,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,Beto O'Rourke,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Unknown,"Dallas, Clinton",85 percent or higher,Cell,1,0.9947,0.5665,0.5017,0.567
Rep,50 to 64,Some college or trade school,Hispanic,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,Ted Cruz,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",45 to 64,No 4-year College Degree,Hispanic,"Dallas, Clinton",85 percent or higher,Landline,1,0.9126,0.9938,1.1083,0.9998
