response,ager,educ,file_race,gender,race_eth,approve,CRIMES,FEMINISM,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_region,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Republican",White,85 percent or higher,Cell,1,0.973,0.9595,0.4436,0.946
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,Other,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,Nonwhite,Nonwhite,Inner Bluegrass,50 to 64,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.5087,0.9037,0.7597,0.9862
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,"Rest, Republican",White,85 percent or higher,Cell,1,0.9593,0.8754,0.4501,0.8638
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,disagree,disagree,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Republican",White,85 percent or higher,Cell,1,0.9807,0.8041,0.237,0.7925
Dem,65 and older,High school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.8967,1.2868,0.8926,1.2785
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,50 to 85 percent,Cell,1,0.8223,1.0353,0.6907,1.0407
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.8884,0.8009,0.4282,0.7966
Dem,35 to 49,Grade school,White,Female,White,Disapp.,disagree,support,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,no,disagree,agree,disagree,30 to 44,High School Grad. or Less,Democratic,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,Inner Bluegrass,35 to 49,"Rest, Democratic",White,50 to 85 percent,Cell,0.6667,0.5726,2.4855,3.6622,1.9157
Rep,35 to 49,Bachelors' degree,Other,Male,White,Approve,agree,Don't know,Dems. take House,Favorable,Favorable,support,support,yes,disagree,disagree,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,35 to 49,"Rest, Democratic",Other Non-White,85 percent or higher,Cell,1,0.9759,0.9563,0.9121,0.9367
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9441,0.724,0.2819,0.7153
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,disagree,Don't know,Don't know,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,35 to 49,"Rest, Democratic",White,85 percent or higher,Cell,1,0.8954,0.7643,0.6175,0.7595
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Republican",White,50 to 85 percent,Cell,1,0.5399,0.8665,0.5243,0.9351
Dem,35 to 49,Bachelors' degree,White,Male,Other,Don't know,disagree,support,Dems. take House,Unfavorable,Unfavorable,oppose,oppose,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,35 to 49,"Rest, Republican",White,50 to 85 percent,Cell,1,0.7063,0.9523,0.5019,0.9802
Dem,65 and older,Bachelors' degree,Black,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",Black,85 percent or higher,Cell,1,0.9707,0.4479,0.228,0.4416
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Democratic",White,50 to 85 percent,Cell,1,0.8088,0.9754,0.4784,0.9828
Rep,18 to 34,Bachelors' degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,disagree,agree,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,18 to 34,"Rest, Republican",White,Less than 50 percent,Cell,1,0.3337,1.8936,3.0923,2.057
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,agree,Don't know,Don't know,Favorable,Favorable,oppose,support,no,agree,disagree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9885,0.85,0.4651,0.8378
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Don't know,Unfavorable,oppose,oppose,yes,agree,agree,agree,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,18 to 34,"Rest, Republican",White,50 to 85 percent,Cell,1,0.5094,1.8665,1.4477,2.0365
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Approve,agree,oppose,Reps. keep House,Favorable,Unfavorable,support,support,yes,disagree,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Not at all likely,Republican,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,50 to 85 percent,Cell,1,0.6094,0.7675,0.498,0.549
Rep,50 to 64,Bachelors' degree,White,Female,White,Don't know,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,50 to 64,"Rest, Republican",White,85 percent or higher,Cell,1,0.9695,0.6364,0.1683,0.6275
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,oppose,support,yes,disagree,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Rest,50 to 64,"Rest, Democratic",White,Less than 50 percent,Cell,1,0.2851,0.6903,1.2883,0.8498
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9693,0.6311,0.3014,0.6223
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,agree,disagree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Republican",White,85 percent or higher,Cell,1,0.9245,0.9733,0.6289,0.9636
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,disagree,support,Reps. keep House,Favorable,Favorable,oppose,oppose,no,disagree,disagree,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Democratic",Unknown,85 percent or higher,Cell,1,0.8639,0.4567,0.2265,0.456
Rep,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,agree,oppose,Don't know,Don't know,Unfavorable,support,support,no,Don't know,agree,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,Rest,35 to 49,"Rest, Democratic",Black,50 to 85 percent,Cell,1,0.5946,0.5571,0.6393,0.5907
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,agree,Don't know,Dems. take House,Favorable,Unfavorable,oppose,oppose,no,agree,agree,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,Less than 50 percent,Cell,1,0.4962,0.9952,1.4923,1.0913
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Don't know,oppose,Don't know,Unfavorable,Favorable,oppose,Don't know,no,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,50 to 64,"Fayette, Republican",White,85 percent or higher,Cell,0.4444,0.9784,0.9169,0.4078,0.8865
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,agree,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,yes,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.985,0.702,0.299,0.6919
Und,35 to 49,Bachelors' degree,White,Male,White,Don't know,disagree,Don't know,Don't know,Favorable,Favorable,support,support,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9894,1.0093,0.5806,0.995
Dem,50 to 64,Bachelors' degree,Unknown,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",Unknown,85 percent or higher,Landline,1,0.9891,0.5507,0.18,0.5429
Dem,65 and older,High school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9455,1.7885,1.334,1.7468
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,Other,White,Less than 50 percent,Cell,0.7778,0.4161,1.299,1.8999,1.3622
Dem,65 and older,High school,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,Don't know,support,no,disagree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9716,1.7885,1.299,1.7633
Rep,50 to 64,Bachelors' degree,White,Female,White,Disapp.,agree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.7646,0.8325,0.3816,0.8461
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Republican",White,50 to 85 percent,Cell,1,0.6016,0.9974,0.5382,1.0553
Dem,35 to 49,High school,White,Male,White,Disapp.,agree,oppose,Dems. take House,Unfavorable,Unfavorable,Don't know,support,no,disagree,agree,disagree,30 to 44,High School Grad. or Less,Democratic,Male,Not at all likely,Democrat,"White, No 4-Year College Degree",White,Rest,35 to 49,"Rest, Democratic",White,50 to 85 percent,Landline,0,0.7267,1.9585,2.158,0.8008
Dem,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9779,0.6596,0.3398,0.6501
Rep,35 to 49,Graduate or Professional Degree,White,Female,Black,Approve,disagree,oppose,Reps. keep House,Favorable,Favorable,oppose,oppose,no,disagree,agree,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,Rest,35 to 49,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9665,0.6401,0.4045,0.6313
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,disagree,agree,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,18 to 34,"Fayette, Republican",Unknown,50 to 85 percent,Landline,1,0.6668,1.1308,0.6857,1.1752
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Unfavorable,oppose,oppose,yes,disagree,agree,agree,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",Unknown,50 to 85 percent,Landline,1,0.7245,0.62,0.3543,0.6355
Dem,65 and older,Grade school,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Don't know,oppose,oppose,no,agree,agree,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,50 to 85 percent,Landline,1,0.8304,1.5195,1.0943,1.5252
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Don't know,Favorable,support,support,no,agree,disagree,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Republican",White,50 to 85 percent,Cell,1,0.7505,1.2079,0.8448,1.2312
Rep,65 and older,Some college or trade school,White,Female,White,Approve,disagree,Don't know,Reps. keep House,Don't know,Favorable,oppose,oppose,yes,disagree,disagree,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Republican",White,85 percent or higher,Landline,1,0.9285,0.6792,0.2781,0.6721
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Republican",White,50 to 85 percent,Cell,1,0.7302,1.1492,0.8964,1.1765
Dem,18 to 34,Some college or trade school,White,Female,White,Approve,disagree,oppose,Don't know,Don't know,Unfavorable,support,support,no,agree,agree,agree,30 to 44,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,Rest,18 to 34,Other,White,Less than 50 percent,Landline,0.4444,0.076,1.6007,6.9011,0.5397
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,support,no,disagree,disagree,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,50 to 64,Other,White,50 to 85 percent,Cell,1,0.7177,0.8086,0.2525,0.83
