response,ager,educ,file_race,gender,race_eth,approve,GOVHR,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Eastern Cities,50 to 85 percent,Cell,1,0.7559,0.8687,0.7409,0.8876
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Nashville Area,Less than 50 percent,Cell,1,0.0762,1.0361,4.2794,1.4791
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Eastern Cities,85 percent or higher,Landline,1,0.9435,1.1971,0.8051,1.187
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Eastern Cities,85 percent or higher,Cell,1,0.9764,0.9026,0.4665,0.8929
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,East,85 percent or higher,Landline,1,0.9616,0.8636,0.3848,0.855
Dem,50 to 64,High school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,East,Less than 50 percent,Landline,0,0.3234,0.7229,1.582,0.1792
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,Less than 50 percent,Landline,1,0.1953,0.8269,2.1936,1.1145
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Don't know,Rep.,Don't know,65 and older,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,East,85 percent or higher,Cell,1,0.9532,0.689,0.4269,0.6757
Rep,50 to 64,High school,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.8575,1.0094,0.579,1.0123
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Memphis,50 to 85 percent,Cell,1,0.8274,1.4398,0.6458,1.4512
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,Favorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,East,85 percent or higher,Cell,1,0.8557,0.9043,0.4893,0.9071
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dem.,Don't know,Dem.,Don't know,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.6683,0.9216,0.8112,0.9196
Dem,35 to 49,Some college or trade school,Black,Male,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Eastern Cities,Less than 50 percent,Cell,1,0.2402,1.2531,4.1526,1.6094
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,East,50 to 85 percent,Landline,1,0.5625,0.7885,0.7183,0.801
Rep,65 and older,High school,Unknown,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,65 and older,High School Grad. or Less,Other,Female,Not very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,East,Less than 50 percent,Cell,0.7778,0.1022,0.9746,4.7499,0.6113
Dem,65 and older,Some college or trade school,Black,Male,Black,Approve,Rep.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,65 and older,No 4-year College Degree,Non-White,Eastern Cities,85 percent or higher,Landline,1,0.9736,1.3259,0.9042,1.3118
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,Rep.,Favorable,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Eastern Cities,85 percent or higher,Landline,1,0.9679,0.8588,0.573,0.8499
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,4-year College Grad.,Non-White,Nashville Area,85 percent or higher,Cell,1,0.9809,0.8576,0.4529,0.8483
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,West,85 percent or higher,Landline,1,0.9505,1.0094,0.5224,1.0002
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.9655,0.7734,0.4532,0.7654
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,Don't know,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,50 to 85 percent,Cell,1,0.7009,0.7471,0.5569,0.7726
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Don't know,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Nashville Area,50 to 85 percent,Cell,1,0.5681,1.0907,1.2778,1.1068
Und,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Lib./Don't know,Favorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,West,85 percent or higher,Landline,1,0.9656,0.6861,0.3344,0.6791
Rep,18 to 34,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,West,50 to 85 percent,Cell,1,0.8122,1.2793,0.925,1.2576
Rep,35 to 49,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,East,85 percent or higher,Cell,1,0.8569,1.2701,1.0942,1.2454
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dem.,Favorable,Dem.,Favorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,40 to 64,No 4-year College Degree,Non-White,Memphis,85 percent or higher,Landline,1,0.8787,1.461,0.8008,1.4315
Rep,50 to 64,High school,Unknown,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,or as a member of another political party,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Nashville Area,50 to 85 percent,Landline,1,0.7977,0.9703,0.6318,0.9548
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,65 and older,No 4-year College Degree,Non-White,Memphis,85 percent or higher,Cell,1,0.9208,1.6508,0.7537,1.6409
Und,35 to 49,Graduate or Professional Degree,White,Male,Other,Approve,Rep.,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Male,Somewhat likely,or as a member of another political party,Nonwhite,40 to 64,Postgraduate Degree,White,Nashville Area,50 to 85 percent,Cell,1,0.7407,0.7135,0.4092,0.6514
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Nashville Area,85 percent or higher,Cell,1,0.9448,1.007,0.6344,0.9983
Rep,65 and older,Graduate or Professional Degree,Black,Male,Black,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,65 and older,Postgraduate Degree,Non-White,Nashville Area,85 percent or higher,Cell,1,0.9845,0.8181,0.3999,0.8054
Rep,50 to 64,High school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Not at all likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Eastern Cities,50 to 85 percent,Cell,1,0.5516,1.1873,1.3038,0.8293
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,West,85 percent or higher,Landline,1,0.9037,0.6861,0.3573,0.6835
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Don't know,Dem.,Favorable,Rep.,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Nashville Area,85 percent or higher,Cell,1,0.9884,0.6537,0.3485,0.6467
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Memphis,85 percent or higher,Cell,1,0.9765,0.8563,0.3574,0.8471
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Rep.,Favorable,Dem.,Unfavorable,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Eastern Cities,85 percent or higher,Cell,1,0.86240000000000006,0.9547,0.7113,0.9567
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Rep.,Favorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.934,0.7385,0.4139,0.7236
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Eastern Cities,85 percent or higher,Cell,1,0.9496,0.7394,0.5598,0.7249
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Eastern Cities,85 percent or higher,Cell,1,0.972,0.7061,0.4832,0.6987
Rep,18 to 34,Some college or trade school,Asian,Male,Asian,Don't know,Rep.,Favorable,Rep.,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,Republican,Nonwhite,18 to 39,No 4-year College Degree,Non-White,Nashville Area,Less than 50 percent,Cell,0.6667,0.4211,1.4535,2.6033,1.3203
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,East,50 to 85 percent,Cell,1,0.6932,0.8735,0.539,0.9051
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,West,85 percent or higher,Cell,1,0.9297,0.5914,0.3319,0.5873
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Lib./Don't know,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Eastern Cities,85 percent or higher,Cell,1,0.9663,0.8588,0.5739,0.85
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,East,85 percent or higher,Cell,1,0.9862,0.8665,0.4488,0.8534
Rep,35 to 49,Bachelors' degree,White,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,West,50 to 85 percent,Cell,1,0.5995,0.8061,0.5675,0.8565
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,85 percent or higher,Cell,1,0.8655,0.8579,0.4096,0.8593
Rep,65 and older,Some college or trade school,Unknown,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,Unknown,East,85 percent or higher,Landline,1,0.9618,1.0111,0.613,0.9922
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,85 percent or higher,Landline,1,0.9809,0.8356,0.3406,0.822
Rep,35 to 49,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,40 to 64,No 4-year College Degree,White,Memphis,50 to 85 percent,Cell,1,0.8199,1.4783,0.6915,1.4524
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Nashville Area,85 percent or higher,Landline,1,0.9864,0.7194,0.3246,0.7086
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,East,Less than 50 percent,Landline,0.8889,0.0612,1.2242,7.5535,1.9952
Dem,65 and older,High school,White,Female,White,Disapp.,Lib./Don't know,Favorable,Don't know,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,50 to 85 percent,Landline,1,0.7868,0.9651,0.7797,0.9799
Und,50 to 64,Some college or trade school,Black,Female,Other,Don't know,Lib./Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,Non-White,Memphis,85 percent or higher,Cell,1,0.9568,1.461,0.7355,1.4469
Dem,50 to 64,High school,White,Female,Other,Disapp.,Dem.,Favorable,Dem.,Don't know,45 to 64,High School Grad. or Less,Other,Female,Very likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,White,East,Less than 50 percent,Cell,1,0.3948,0.9771,1.915,1.039
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,West,85 percent or higher,Landline,1,0.9149,0.7532,0.4507,0.7377
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Nashville Area,85 percent or higher,Cell,1,0.9723,0.8579,0.3646,0.8488
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,East,85 percent or higher,Cell,1,0.9186,1.0539,0.5689,1.0478
Rep,65 and older,High school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,West,85 percent or higher,Cell,1,0.8673,0.9795,0.7434,0.9808
